date,,type,WAT,risk_level,risk_description
2023-09-04,0xfc206f429d55c71cb7294eff40c6adb20dc21508,high_tvl_pool_tokens,12,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x4206931337dc273a630d328da6441786bfad668f,high_tvl_pool_tokens,12,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x12ef97ebe8a51bb7cff3e1799c8f7936db9d13d3,high_tvl_pool_tokens,12,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xd73e883e203646e87f6d073baf3d7719bda68bcb,high_tvl_pool_tokens,12,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x14940169e2db1595cdd3cacd30decc5bbb4d9f19,high_tvl_pool_tokens,12,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x2fb6212111dad926902febcfd8daa3eb44f1ca56,high_tvl_pool_tokens,12,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x440fc7da66e34e01af5201bdf5815739b0ae743f,high_tvl_pool_tokens,12,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xc257bb8e08a85d1330718f1663070fec332e8cad,high_tvl_pool_tokens,12,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x3a310e6eaf960f9ea208764e9d299ea62a0ea53d,high_tvl_pool_tokens,12,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x651a89fed302227d41425235f8e934502fb94c48,high_tvl_pool_tokens,12,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x9f1839d6dfbebfc1bbbc94869f5c57784b5c369e,high_tvl_pool_tokens,12,4,"The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x6710d8658094d1f02276b677345078f816bdb8f3,high_tvl_pool_tokens,12,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0xd80c121703efe9873b36f72343bd868665613d91,high_tvl_pool_tokens,11,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x163f182c32d24a09d91eb75820cde9fd5832b329,high_tvl_pool_tokens,11,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x746760ecf1d8088c1014ef3d43dc45d5af8febf3,high_tvl_pool_tokens,11,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xe045fc25581cfdc3cfb5c282501f3cd1a133a7ec,high_tvl_pool_tokens,11,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x89c1af791d7b4cf046dca8fa10a41dd2298a6a3f,high_tvl_pool_tokens,10,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x26165a5a3dd21fa528becf3ff7f114d00a517344,high_tvl_pool_tokens,10,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x7b86f5ca09dc00502e342b0fef5117e1c32222ce,high_tvl_pool_tokens,10,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x80fb0ff63b89ccdaed3f6198ad86898845681c89,high_tvl_pool_tokens,10,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xc45b64cd6643a18f62a5420ddc85bff128625176,high_tvl_pool_tokens,10,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x0ebc30459551858e81306d583025d12c7d795fa2,high_tvl_pool_tokens,10,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xc41689a727469c1573009757200371edf36d540e,high_tvl_pool_tokens,10,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x4c2200082ad960f03bf105971e5d85bb835ddb83,high_tvl_pool_tokens,10,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk."
2023-09-04,0x0952ddffde60786497c7ced1f49b4a14cf527f76,high_tvl_pool_tokens,10,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x4634d58982138e93c951c1485d25bc619cbd1f75,high_tvl_pool_tokens,10,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0xd53e4d6187244319fbbcb2e8e9209d646428d9b7,high_tvl_pool_tokens,9,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0xc6759a4fc56b3ce9734035a56b36e8637c45b77e,high_tvl_pool_tokens,9,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x03453dc59f526dd4bffa65940e73e10e0c295c20,high_tvl_pool_tokens,9,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xe6884e29ffe5c6f68f4958cf201b0e308f982ac9,high_tvl_pool_tokens,9,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x5a341dcf49e161cc73591f02e5f8cde8a29733fb,high_tvl_pool_tokens,9,4,"The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk.; The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-04,0x2f4e9c97aaffd67d98a640062d90e355b4a1c539,high_tvl_pool_tokens,9,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xe6f935dd49346a86da554cb5d329774ad750e09b,high_tvl_pool_tokens,9,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x05ad901cf196cbdceab3f8e602a47aadb1a2e69d,high_tvl_pool_tokens,9,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x30c54d82564aee6a56755f80aa4bbdf2e5093322,high_tvl_pool_tokens,9,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xf4634aa2df0f733a3cc7033ad75b4ea1bb93f1a3,high_tvl_pool_tokens,9,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0xf3b185ab60128e4c08008fd90c3f1f01f4b78d50,high_tvl_pool_tokens,9,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xbf151f63d8d1287db5fc7a3bc104a9c38124cdeb,high_tvl_pool_tokens,8,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x6df52fc4c234600d2d1f064c33be762146964bb1,high_tvl_pool_tokens,8,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x8b6fa031c7d2e60fbfe4e663ec1b8f37df1ba483,high_tvl_pool_tokens,8,4,"The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x90a1e4bbade88366dc44436535f1571d95e666c7,high_tvl_pool_tokens,8,5,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x3271d12d5ba36b6582fafa029598fee0f5f6db35,high_tvl_pool_tokens,8,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x29a1e54de0fce58e1018535d30af77a9d2d940c4,high_tvl_pool_tokens,8,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x32967c39fdd1b7ad1ba36cbbabb33e5560b88581,high_tvl_pool_tokens,8,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x4c48cca6153db911002f965d22fdefcd95f33be9,high_tvl_pool_tokens,8,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x8185f8242d76cfd8afe02955bd42c32411737777,high_tvl_pool_tokens,8,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x2ffee7b4df74f7c6508a4af4d6d91058da5420d0,high_tvl_pool_tokens,8,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x49324d59327fb799813b902db55b2a118d601547,high_tvl_pool_tokens,8,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x51e1391fe0b4db6bf487938ba388da60ceb8b200,high_tvl_pool_tokens,8,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xdbdc73b95cc0d5e7e99dc95523045fc8d075fb9e,high_tvl_pool_tokens,8,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xd3172abc420b002a98cb043db914f100d893e294,high_tvl_pool_tokens,8,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x9798df2f5d213a872c787bd03b2b91f54d0d04a1,high_tvl_pool_tokens,7,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk."
2023-09-04,0x3d17e0abd8d2f023970d8df8b43776a1a2bd737c,high_tvl_pool_tokens,7,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xb13c26c975f47e7180d881c73f713af62d25f51e,high_tvl_pool_tokens,7,4,"The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-04,0xb9c255c115636d8cbe107fc953364b243cacdbce,high_tvl_pool_tokens,7,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x002d3c280f719c4b0444680a8c4b1785b6cc2a59,high_tvl_pool_tokens,7,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xf483af09917ba63f1e274056978036d266eb56e6,high_tvl_pool_tokens,7,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x9497788db2462f1152d88f74919845835b559467,high_tvl_pool_tokens,7,4,"The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-04,0x2bf4be7c4520c41d012eb09a034179e03b898534,high_tvl_pool_tokens,7,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x2a8dba970ba9750fa1c81b1be4c0e19c1aacca9d,high_tvl_pool_tokens,7,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x9641b92a53e8d74f475f0d55f74bf0d81c92edba,high_tvl_pool_tokens,7,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x37c80c0af8359afc27a7427f2e23a09a9c7fd071,high_tvl_pool_tokens,7,4,"The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-04,0x76e08e1c693d42551dd6ba7c2a659f74ff5ba261,high_tvl_pool_tokens,7,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0xb72962568345253f71a18318d67e13a282b187e6,high_tvl_pool_tokens,7,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x0ec674fabb4ea1935514a7be760f7e13aa466a39,high_tvl_pool_tokens,7,4,The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x0af55d5ff28a3269d69b98680fd034f115dd53ac,high_tvl_pool_tokens,7,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x05f2df7b3d612a23fe12162a6c996447dce728a5,high_tvl_pool_tokens,6,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x7704d0ead6f74e625d7371b079d8b2475bc852d4,high_tvl_pool_tokens,6,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xeb84be66c8e71f07ea57cf3b21626d7784f32a7f,high_tvl_pool_tokens,6,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x10278f05c86021c292f57acd846014663f98c9be,high_tvl_pool_tokens,6,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x4c0415a6e340eccebff58131799c6c4127cc39fa,high_tvl_pool_tokens,6,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x777994409c6b7e2393f6098a33a9cd8b7e9d0d28,high_tvl_pool_tokens,6,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xddd9d7d280c78b564c55beb26562e367d4b9bd8a,high_tvl_pool_tokens,6,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xbfb1a68962fb4ed040fd3a0a71dc2c2015bcc667,high_tvl_pool_tokens,6,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0xd25631648e3ad4863332319e8e0d6f2a8ec6f267,high_tvl_pool_tokens,5,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x2596bfeba50c4b84a88a92d029002d9ce0fbcdcc,high_tvl_pool_tokens,5,4,"The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-04,0xe96a53af382c669848a87d42df3af6e08c34fa5e,high_tvl_pool_tokens,5,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x41f831c60c7051cffa756ab5f9fee81a670ecde0,high_tvl_pool_tokens,5,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x8ea93d00cc6252e2bd02a34782487eed65738152,high_tvl_pool_tokens,5,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xdf7ff95aa3d855a6fb21399432166a92fdcf1b1a,high_tvl_pool_tokens,5,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x8e68f77a2938f51ecd4f1467fb659200b7f5fe8c,high_tvl_pool_tokens,5,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x13e1070e3a388e53ec35480ff494538f9ffc5b8d,high_tvl_pool_tokens,5,4,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x08aed8578daabf12d48031fa5d9727e4afd42dee,high_tvl_pool_tokens,5,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x192eb3e89c09590ddb86af1172094b0719a67b34,high_tvl_pool_tokens,5,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x02a9d7162bd73c2b35c5cf6cdd585e91928c850a,high_tvl_pool_tokens,5,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xdb20f6a8665432ce895d724b417f77ecac956550,high_tvl_pool_tokens,5,4,"The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xaef0a177c8c329cbc8508292bb7e06c00786bbfc,high_tvl_pool_tokens,5,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xf2e00684457de1a3c87361bc4bfe2de92342306c,high_tvl_pool_tokens,5,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xd83cec69ed9d8044597a793445c86a5e763b0e3d,high_tvl_pool_tokens,4,4,"The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x1e653794a6849bc8a78be50c4d48981afad6359d,high_tvl_pool_tokens,4,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x642b6e285ee647f0565670bca8a560f778ee4b9a,high_tvl_pool_tokens,4,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x25e797a38c8701c93b732a38c9380412ac49d309,high_tvl_pool_tokens,4,4,"The address is blacklisted based on threat intelligence or manual analysis.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x526a913a7a4518aa2abc3dcd3c46a9c73f40f94a,high_tvl_pool_tokens,4,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
2023-09-04,0x9e445da91e241989b5ff2deb8c52667129f41360,high_tvl_pool_tokens,4,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xbc9742077cce639c7dae92e21633ccce83f7b6f7,high_tvl_pool_tokens,4,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x502435713854f5e92d048d27de95c9ce16dc380d,high_tvl_pool_tokens,4,5,The address is blacklisted based on threat intelligence or manual analysis.
2023-09-04,0x0945daf6bf9e40e24e5a42e2b3642f6db7651ab6,high_tvl_pool_tokens,4,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0xa0a4c12aa90fe439b07b16657cd2c12e4d41e25f,high_tvl_pool_tokens,4,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x5921dee8556c4593eefcfad3ca5e2f618606483b,high_tvl_pool_tokens,4,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk."
2023-09-04,0xac7ae2eca9aa162590f884efd36f29056953b49f,high_tvl_pool_tokens,4,4,"The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x8f1fe4e6707cd4236b704759d2ee15166c68183a,high_tvl_pool_tokens,4,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk."
2023-09-04,0x780622e3043d329abd7b1fd522c9b6c877cfb8c0,high_tvl_pool_tokens,4,4,"The contract contains some backdoor function which could mean the owner has some potentially malicious intent, please be careful of rugpull risk.; The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0x2aa504586d6cab3c59fa629f74c586d78b93a025,high_tvl_pool_tokens,4,4,The address is blacklisted based on threat intelligence or manual analysis.; The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.
2023-09-04,0x50f72b83a5ad59ad71c28e2e4b58c73740e2168c,high_tvl_pool_tokens,4,4,"The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk."
2023-09-04,0xf024f349f08bd6a45abb201f9e7eb8eeaddd20bc,high_tvl_pool_tokens,4,4,"The address is blacklisted based on threat intelligence or manual analysis.; The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk"
2023-09-04,0xfdf4fc8b6b73718dfc90dc2fa9e27d2a1b580cca,high_tvl_pool_tokens,4,4,"The address was marked as red alarm on: https://dappbay.bnbchain.org/red-alarm.; The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk.; The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk."
